PWSID,PWSName,Size,FacilityID,FacilityName,FacilityWaterType,SamplePointID,SamplePointName,SamplePointType,AssociatedFacilityID,AssociatedSamplePointID,CollectionDate,SampleID,Contaminant,MRL,Units,MethodID,AnalyticalResultsSign,AnalyticalResultValue,SampleEventCode,MonitoringRequirement,Region,State,UCMR1SampleType,Contaminant Classification
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,7/16/19,1135076,manganese,0.4,�g/L,EPA 200.8,=,0.845,SEA1,AM,4,GA,,Metal
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,7/16/19,1135076,germanium,0.3,�g/L,EPA 200.8,<,,SEA1,AM,4,GA,,Metal
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,7/16/19,1135076,2-propen-1-ol,0.5,�g/L,EPA 541,<,,SEA1,AM,4,GA,,Alcohol
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,7/16/19,1135076,2-methoxyethanol,0.4,�g/L,EPA 541,<,,SEA1,AM,4,GA,,Alcohol
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,7/16/19,1135076,1-butanol,2.0,�g/L,EPA 541,<,,SEA1,AM,4,GA,,Alcohol
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,10/22/19,1156811,2-methoxyethanol,0.4,�g/L,EPA 541,<,,SEA2,AM,4,GA,,Alcohol
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,10/22/19,1156811,2-propen-1-ol,0.5,�g/L,EPA 541,<,,SEA2,AM,4,GA,,Alcohol
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,10/22/19,1156811,1-butanol,2.0,�g/L,EPA 541,<,,SEA2,AM,4,GA,,Alcohol
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,10/22/19,1156811,quinoline,0.02,�g/L,EPA 530,<,,SEA2,AM,4,GA,,Semivolatile organic compound
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,10/22/19,1156811,o-toluidine,0.007,�g/L,EPA 530,<,,SEA2,AM,4,GA,,Semivolatile organic compound
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,10/22/19,1156811,butylated hydroxyanisole,0.03,�g/L,EPA 530,<,,SEA2,AM,4,GA,,Semivolatile organic compound
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,10/22/19,1156811,tribufos,0.07,�g/L,EPA 525.3,<,,SEA2,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,10/22/19,1156811,total permethrin,0.04,�g/L,EPA 525.3,<,,SEA2,AM,4,GA,,
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,10/22/19,1156811,profenofos,0.3,�g/L,EPA 525.3,<,,SEA2,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,10/22/19,1156811,ethoprop,0.03,�g/L,EPA 525.3,<,,SEA2,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,10/22/19,1156811,tebuconazole,0.2,�g/L,EPA 525.3,<,,SEA2,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,10/22/19,1156811,dimethipin,0.2,�g/L,EPA 525.3,<,,SEA2,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,10/22/19,1156811,chlorpyrifos,0.03,�g/L,EPA 525.3,<,,SEA2,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,10/22/19,1156811,alpha-hexachlorocyclohexane,0.01,�g/L,EPA 525.3,<,,SEA2,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,10/22/19,1156811,oxyfluorfen,0.05,�g/L,EPA 525.3,<,,SEA2,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,10/22/19,1156811,manganese,0.4,�g/L,EPA 200.8,=,0.436,SEA2,AM,4,GA,,Metal
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,10/22/19,1156811,germanium,0.3,�g/L,EPA 200.8,<,,SEA2,AM,4,GA,,Metal
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,1/22/20,1170600,butylated hydroxyanisole,0.03,�g/L,EPA 530,<,,SEA3,AM,4,GA,,Semivolatile organic compound
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,1/22/20,1170600,o-toluidine,0.007,�g/L,EPA 530,<,,SEA3,AM,4,GA,,Semivolatile organic compound
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,1/22/20,1170600,quinoline,0.02,�g/L,EPA 530,<,,SEA3,AM,4,GA,,Semivolatile organic compound
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,1/22/20,1170600,2-methoxyethanol,0.4,�g/L,EPA 541,<,,SEA3,AM,4,GA,,Alcohol
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,1/22/20,1170600,1-butanol,2.0,�g/L,EPA 541,<,,SEA3,AM,4,GA,,Alcohol
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,1/22/20,1170600,2-propen-1-ol,0.5,�g/L,EPA 541,<,,SEA3,AM,4,GA,,Alcohol
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,1/22/20,1170600,tribufos,0.07,�g/L,EPA 525.3,<,,SEA3,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,1/22/20,1170600,ethoprop,0.03,�g/L,EPA 525.3,<,,SEA3,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,1/22/20,1170600,total permethrin,0.04,�g/L,EPA 525.3,<,,SEA3,AM,4,GA,,
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,1/22/20,1170600,oxyfluorfen,0.05,�g/L,EPA 525.3,<,,SEA3,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,1/22/20,1170600,tebuconazole,0.2,�g/L,EPA 525.3,<,,SEA3,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,1/22/20,1170600,profenofos,0.3,�g/L,EPA 525.3,<,,SEA3,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,1/22/20,1170600,alpha-hexachlorocyclohexane,0.01,�g/L,EPA 525.3,<,,SEA3,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,1/22/20,1170600,chlorpyrifos,0.03,�g/L,EPA 525.3,<,,SEA3,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,1/22/20,1170600,dimethipin,0.2,�g/L,EPA 525.3,<,,SEA3,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,1/22/20,1170600,germanium,0.3,�g/L,EPA 200.8,<,,SEA3,AM,4,GA,,Metal
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,1/22/20,1170600,manganese,0.4,�g/L,EPA 200.8,=,0.71,SEA3,AM,4,GA,,Metal
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,4/13/20,1182958,o-toluidine,0.007,�g/L,EPA 530,<,,SEA4,AM,4,GA,,Semivolatile organic compound
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,4/13/20,1182958,2-methoxyethanol,0.4,�g/L,EPA 541,<,,SEA4,AM,4,GA,,Alcohol
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,4/13/20,1182958,1-butanol,2.0,�g/L,EPA 541,<,,SEA4,AM,4,GA,,Alcohol
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,4/13/20,1182958,2-propen-1-ol,0.5,�g/L,EPA 541,<,,SEA4,AM,4,GA,,Alcohol
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,4/13/20,1182958,butylated hydroxyanisole,0.03,�g/L,EPA 530,<,,SEA4,AM,4,GA,,Semivolatile organic compound
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,4/13/20,1182958,quinoline,0.02,�g/L,EPA 530,<,,SEA4,AM,4,GA,,Semivolatile organic compound
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,4/13/20,1182958,manganese,0.4,�g/L,EPA 200.8,=,1.331,SEA4,AM,4,GA,,Metal
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,4/13/20,1182958,germanium,0.3,�g/L,EPA 200.8,<,,SEA4,AM,4,GA,,Metal
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,4/13/20,1182958,profenofos,0.3,�g/L,EPA 525.3,<,,SEA4,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,4/13/20,1182958,oxyfluorfen,0.05,�g/L,EPA 525.3,<,,SEA4,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,4/13/20,1182958,chlorpyrifos,0.03,�g/L,EPA 525.3,<,,SEA4,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,4/13/20,1182958,tribufos,0.07,�g/L,EPA 525.3,<,,SEA4,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,4/13/20,1182958,total permethrin,0.04,�g/L,EPA 525.3,<,,SEA4,AM,4,GA,,
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,4/13/20,1182958,tebuconazole,0.2,�g/L,EPA 525.3,<,,SEA4,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,4/13/20,1182958,alpha-hexachlorocyclohexane,0.01,�g/L,EPA 525.3,<,,SEA4,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,4/13/20,1182958,ethoprop,0.03,�g/L,EPA 525.3,<,,SEA4,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,4/13/20,1182958,dimethipin,0.2,�g/L,EPA 525.3,<,,SEA4,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,8/6/19,1139231,cylindrospermopsin,0.09,�g/L,EPA 545,<,,SEC1,AM,4,GA,,Cyanotoxin
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,8/6/19,1139231,anatoxin-a,0.03,�g/L,EPA 545,<,,SEC1,AM,4,GA,,Cyanotoxin
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,8/6/19,1139231,total microcystin,0.3,�g/L,EPA 546,<,,SEC1,AM,4,GA,,
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,8/20/19,1142225,total microcystin,0.3,�g/L,EPA 546,<,,SEC2,AM,4,GA,,
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,8/20/19,1142225,anatoxin-a,0.03,�g/L,EPA 545,<,,SEC2,AM,4,GA,,Cyanotoxin
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,8/20/19,1142225,cylindrospermopsin,0.09,�g/L,EPA 545,<,,SEC2,AM,4,GA,,Cyanotoxin
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,9/4/19,1145350,cylindrospermopsin,0.09,�g/L,EPA 545,<,,SEC3,AM,4,GA,,Cyanotoxin
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,9/4/19,1145350,anatoxin-a,0.03,�g/L,EPA 545,<,,SEC3,AM,4,GA,,Cyanotoxin
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,9/4/19,1145350,total microcystin,0.3,�g/L,EPA 546,<,,SEC3,AM,4,GA,,
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,9/17/19,1149030,anatoxin-a,0.03,�g/L,EPA 545,<,,SEC4,AM,4,GA,,Cyanotoxin
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,9/17/19,1149030,cylindrospermopsin,0.09,�g/L,EPA 545,<,,SEC4,AM,4,GA,,Cyanotoxin
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,9/17/19,1149030,total microcystin,0.3,�g/L,EPA 546,<,,SEC4,AM,4,GA,,
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,10/8/19,1153806,anatoxin-a,0.03,�g/L,EPA 545,<,,SEC5,AM,4,GA,,Cyanotoxin
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,10/8/19,1153806,cylindrospermopsin,0.09,�g/L,EPA 545,<,,SEC5,AM,4,GA,,Cyanotoxin
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,10/8/19,1153806,total microcystin,0.3,�g/L,EPA 546,<,,SEC5,AM,4,GA,,
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,10/22/19,1156806,total microcystin,0.3,�g/L,EPA 546,<,,SEC6,AM,4,GA,,
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,10/22/19,1156806,anatoxin-a,0.03,�g/L,EPA 545,<,,SEC6,AM,4,GA,,Cyanotoxin
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,10/22/19,1156806,cylindrospermopsin,0.09,�g/L,EPA 545,<,,SEC6,AM,4,GA,,Cyanotoxin
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,11/5/19,1159675,cylindrospermopsin,0.09,�g/L,EPA 545,<,,SEC7,AM,4,GA,,Cyanotoxin
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,11/5/19,1159675,anatoxin-a,0.03,�g/L,EPA 545,<,,SEC7,AM,4,GA,,Cyanotoxin
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,11/5/19,1159675,total microcystin,0.3,�g/L,EPA 546,<,,SEC7,AM,4,GA,,
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,11/18/19,1161461,cylindrospermopsin,0.09,�g/L,EPA 545,<,,SEC8,AM,4,GA,,Cyanotoxin
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,11/18/19,1161461,anatoxin-a,0.03,�g/L,EPA 545,<,,SEC8,AM,4,GA,,Cyanotoxin
GA0630000,Clayton County Water Authority,L,11113,Atlanta,SW,305,Atlanta Connector,EP,,,11/18/19,1161461,total microcystin,0.3,�g/L,EPA 546,<,,SEC8,AM,4,GA,,
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,7/16/19,1135077,quinoline,0.02,�g/L,EPA 530,<,,SEA1,AM,4,GA,,Semivolatile organic compound
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,7/16/19,1135077,butylated hydroxyanisole,0.03,�g/L,EPA 530,<,,SEA1,AM,4,GA,,Semivolatile organic compound
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,7/16/19,1135077,o-toluidine,0.007,�g/L,EPA 530,<,,SEA1,AM,4,GA,,Semivolatile organic compound
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,7/16/19,1135077,profenofos,0.3,�g/L,EPA 525.3,<,,SEA1,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,7/16/19,1135077,tebuconazole,0.2,�g/L,EPA 525.3,<,,SEA1,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,7/16/19,1135077,total permethrin,0.04,�g/L,EPA 525.3,<,,SEA1,AM,4,GA,,
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,7/16/19,1135077,alpha-hexachlorocyclohexane,0.01,�g/L,EPA 525.3,<,,SEA1,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,7/16/19,1135077,oxyfluorfen,0.05,�g/L,EPA 525.3,<,,SEA1,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,7/16/19,1135077,ethoprop,0.03,�g/L,EPA 525.3,<,,SEA1,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,7/16/19,1135077,dimethipin,0.2,�g/L,EPA 525.3,<,,SEA1,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,7/16/19,1135077,tribufos,0.07,�g/L,EPA 525.3,<,,SEA1,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,7/16/19,1135077,chlorpyrifos,0.03,�g/L,EPA 525.3,<,,SEA1,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,7/16/19,1135077,germanium,0.3,�g/L,EPA 200.8,<,,SEA1,AM,4,GA,,Metal
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,7/16/19,1135077,manganese,0.4,�g/L,EPA 200.8,=,17.687,SEA1,AM,4,GA,,Metal
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,7/16/19,1135077,2-methoxyethanol,0.4,�g/L,EPA 541,<,,SEA1,AM,4,GA,,Alcohol
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,7/16/19,1135077,1-butanol,2.0,�g/L,EPA 541,<,,SEA1,AM,4,GA,,Alcohol
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,7/16/19,1135077,2-propen-1-ol,0.5,�g/L,EPA 541,<,,SEA1,AM,4,GA,,Alcohol
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,10/22/19,1156824,2-methoxyethanol,0.4,�g/L,EPA 541,<,,SEA2,AM,4,GA,,Alcohol
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,10/22/19,1156824,oxyfluorfen,0.05,�g/L,EPA 525.3,<,,SEA2,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,10/22/19,1156824,1-butanol,2.0,�g/L,EPA 541,<,,SEA2,AM,4,GA,,Alcohol
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,10/22/19,1156824,2-propen-1-ol,0.5,�g/L,EPA 541,<,,SEA2,AM,4,GA,,Alcohol
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,10/22/19,1156824,alpha-hexachlorocyclohexane,0.01,�g/L,EPA 525.3,<,,SEA2,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,10/22/19,1156824,chlorpyrifos,0.03,�g/L,EPA 525.3,<,,SEA2,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,10/22/19,1156824,ethoprop,0.03,�g/L,EPA 525.3,<,,SEA2,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,10/22/19,1156824,profenofos,0.3,�g/L,EPA 525.3,<,,SEA2,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,10/22/19,1156824,tebuconazole,0.2,�g/L,EPA 525.3,<,,SEA2,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,10/22/19,1156824,total permethrin,0.04,�g/L,EPA 525.3,<,,SEA2,AM,4,GA,,
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,10/22/19,1156824,tribufos,0.07,�g/L,EPA 525.3,<,,SEA2,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,10/22/19,1156824,dimethipin,0.2,�g/L,EPA 525.3,<,,SEA2,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,10/22/19,1156824,o-toluidine,0.007,�g/L,EPA 530,<,,SEA2,AM,4,GA,,Semivolatile organic compound
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,10/22/19,1156824,quinoline,0.02,�g/L,EPA 530,<,,SEA2,AM,4,GA,,Semivolatile organic compound
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,10/22/19,1156824,butylated hydroxyanisole,0.03,�g/L,EPA 530,<,,SEA2,AM,4,GA,,Semivolatile organic compound
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,10/22/19,1156824,manganese,0.4,�g/L,EPA 200.8,=,47.278,SEA2,AM,4,GA,,Metal
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,10/22/19,1156824,germanium,0.3,�g/L,EPA 200.8,<,,SEA2,AM,4,GA,,Metal
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,1/22/20,1170619,quinoline,0.02,�g/L,EPA 530,<,,SEA3,AM,4,GA,,Semivolatile organic compound
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,1/22/20,1170619,butylated hydroxyanisole,0.03,�g/L,EPA 530,<,,SEA3,AM,4,GA,,Semivolatile organic compound
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,1/22/20,1170619,o-toluidine,0.007,�g/L,EPA 530,<,,SEA3,AM,4,GA,,Semivolatile organic compound
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,1/22/20,1170619,2-propen-1-ol,0.5,�g/L,EPA 541,<,,SEA3,AM,4,GA,,Alcohol
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,1/22/20,1170619,1-butanol,2.0,�g/L,EPA 541,<,,SEA3,AM,4,GA,,Alcohol
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,1/22/20,1170619,2-methoxyethanol,0.4,�g/L,EPA 541,<,,SEA3,AM,4,GA,,Alcohol
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,1/22/20,1170619,tebuconazole,0.2,�g/L,EPA 525.3,<,,SEA3,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,1/22/20,1170619,total permethrin,0.04,�g/L,EPA 525.3,<,,SEA3,AM,4,GA,,
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,1/22/20,1170619,tribufos,0.07,�g/L,EPA 525.3,<,,SEA3,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,1/22/20,1170619,profenofos,0.3,�g/L,EPA 525.3,<,,SEA3,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,1/22/20,1170619,ethoprop,0.03,�g/L,EPA 525.3,<,,SEA3,AM,4,GA,,Pesticide
GA0630000,Clayton County Water Authority,L,16130,Noah`s Ark Tank Farm,SW,302,Sample Tap @ Tanks,EP,,,1/22/20,1170619,alpha-hexachlorocyclohexane,0.01,�g/L,EPA 525.3,<,,SEA3,AM,4,GA,,Pesticide
